focal_de1th,latitude,longitude,class
33,-24.2,-175.1,0
106,-7.54,128.76,0
0,70.84,53.53,0
0,73.33,54.93,0
61,6.54,126.81,1
39,-22.91,-70.48,1
0,49.91,78.92,1
62,42.05,142.66,1
48,12.47,126.01,0
117,13.82,144.79,0
405,-18.39,-177.88,1
30,12.5,126.06,0
44,13.83,125.07,1
35,12.91,125.89,0
69,-12.25,166.61,1
0,7.55,-77.5,1
411,-33.02,-179.96,1
51,-57.78,-25.52,1
11,19.46,-155.14,1
49,-14.92,-172.88,0
94,-11.54,-74.52,1
69,-7.01,155.75,1
33,-11.74,164.81,1
546,51.93,151.57,0
102,-4.07,142.11,0
33,-16.22,-172.47,0
18,-56.8,-68.42,1
23,-28.78,-177.39,0
101,-13.31,-74.94,1
5,66.25,-16.54,1
29,-29.48,-177.57,0
56,-29.02,-177.42,0
42,-29.64,-176.76,1
64,-30.01,-176.85,0
33,-32.67,-178.21,1
11,-32.65,-177.81,0
5,44.74,149.15,0
615,-7.46,119.89,0
54,-28.65,-177.38,1
48,44.62,149.69,1
68,-29.35,-177.29,0
48,17.15,-100.23,1
38,54.52,162.02,1
5,15.28,-89.19,0
37,-5.96,146.33,1
40,-57.39,-64.46,1
0,12.98,125.74,0
71,-6.36,154.84,1
9,-39.93,-74.89,1
50,-8.36,121.46,1
98,-14.77,167.12,0
25,-10.62,165.06,0
75,-29.92,-177.8,0
3,-30.6,-178.21,1
35,3.96,-85.88,1
21,-3.94,152.04,1
10,40.31,63.72,0
5,40.18,63.79,0
19,0.85,-79.63,0
19,28.7,52.12,1
19,-44.58,167.64,1
10,-29.93,-177.62,0
12,46.35,13.26,1
21,-7.47,154.68,1
21,-7.58,154.61,1
40,-51.6,139.76,1
32,-32.63,-178.19,1
146,-37.28,177.16,0
5,-11.62,-74.45,1
14,40.35,63.45,0
161,4.49,-75.77,1
72,-31.3,-177.67,1
198,3.69,125.14,1
112,-5.91,145.88,1
107,-5.6,154.29,0
164,-5.6,148.35,1
122,-5.02,153.65,1
56,-10.51,-78.3,1
3,24.51,98.95,1
27,-41.5,-75.34,0
96,-5.13,153.55,0
79,-10.08,161.06,0
36,-7.38,154.69,1
28,14.06,124.87,0
48,17.45,-100.65,0
36,0.52,134.75,1
21,24.79,125.98,1
1,3.4,96.28,0
35,0.53,134.84,1
33,-4.58,140.13,0
35,-4.34,139.86,1
26,3.78,126.81,0
33,-4.52,140.24,1
20,-33.78,-177.83,0
29,-29.51,25.17,1
0,49.85,78.97,1
33,-50.01,-115.1,1
402,47.31,145.75,1
25,7.48,-78.28,0
3,7.41,-78.05,0
37,-8.21,114.87,0
41,-8.17,114.84,1
62,-4.18,152.76,0
10,39.56,117.87,0
37,39.71,118.37,0
0,47.81,48.1,1
6,-30.32,-177.87,1
43,-20.59,169.31,0
31,26.7,97.04,0
9,32.78,104.09,0
146,-34.28,-176.53,0
8,6.22,124.11,0
33,7.18,123.55,1
52,7.33,123.54,1
44,7.35,123.42,1
33,10.09,125.9,0
17,7.22,122.99,0
165,-6.77,129.62,1
15,32.59,104.25,0
18,32.49,104.18,0
55,6.52,124.07,1
0,49.95,78.98,1
51,1.03,147.56,1
12,-9.2,148.17,1
51,44.78,149.21,0
0,73.41,54.5,1
40,6.93,124.04,1
16,-30.48,-177.42,0
20,-6.43,153,0
115,-10.45,161.34,1
196,36.5,70.58,1
33,-4.54,139.93,0
47,-29.36,77.65,1
64,8.52,126.41,0
32,6.98,123.89,1
44,38.12,142.26,1
27,39.5,117.73,0
33,-8.84,156.97,0
52,7.09,123.59,0
0,49.97,79.01,1
10,39.05,44.04,0
424,-19.5,-177.7,0
11,41.33,-125.66,1
190,36.52,71.05,0
70,-20.57,-68.93,0
0,49.87,78.89,1
370,-31.95,179.18,1
503,28.04,139.67,1
11,28.27,130.67,0
6,48.84,-129.13,1
47,23.41,143.71,1
112,-7.9,109,1
27,-2.51,126.68,1
43,38.19,90.97,1
33,-3.65,144.5,1
67,-24.93,-68.68,0
22,-41.74,174.3,1
15,37.02,95.73,1
55,5.04,126.63,1
20,40.11,70.86,0
555,-24.66,-63.39,1
31,-66.49,-82.45,0
33,-60.96,-22.96,0
49,0.54,126.05,0
46,33.15,141.06,0
33,-41.31,80.52,1
44,53.54,169.96,0
54,-6.26,147.59,1
52,6.74,123.74,0
86,45.83,26.72,0
556,41.66,131.05,1
56,-4.96,131.03,1
40,16.73,122.29,0
43,44.16,148.23,0
0,-21.89,-138.96,1
24,27.59,56.38,0
119,-14.76,167.11,1
23,27.57,56.3,1
33,-16.79,-172.02,0
49,-9.9,160.44,0
33,-9.97,160.59,1
33,-9.94,160.48,0
33,-9.76,160.69,0
33,-9.73,160.17,0
31,-10,160.77,0
63,-10.21,160.74,1
42,-10.31,160.74,1
53,-1.81,120.46,1
0,49.86,78.84,1
21,-14.02,-14.49,1
69,-22.91,-175.74,0
31,22.68,-45.11,1
109,-7.73,127.77,1
44,1.42,126.36,0
120,-56.17,-27.7,0
33,-53.82,158.84,0
37,16.86,122.39,0
48,-33.79,-179.58,0
17,-15.29,-173.07,0
3,-8.04,155.56,0
103,-56.11,-27.83,0
45,-10.58,161.35,1
53,-17.58,-174.39,0
62,-6.55,155,1
60,-7.89,107.55,1
36,46.76,153.63,1
54,-11.21,118.43,1
33,-11.16,118.41,0
39,-10.94,118.4,1
33,-10.89,119.17,1
33,-11.1,119.09,1
51,-10.88,119.26,0
33,-59.54,-20.59,0
4,-8.1,125.38,0
11,17.46,119.8,0
74,-11.04,119.17,1
59,-13.74,166.74,0
24,51.31,177.91,1
0,50.05,78.93,1
4,34.95,23.05,1
43,11.8,143.12,1
26,-1.92,126.64,1
34,-11.29,118.1,1
29,-9.99,117.29,1
24,-25.87,-175.37,0
33,-15.78,-173.01,1
33,-27.93,173.13,0
592,-27.96,-62.82,0
103,-6.21,146.66,1
33,-11.48,118.21,0
95,-10.2,161.16,1
4,-31.04,-67.76,0
33,-31.02,-67.51,0
0,-21.86,-138.94,0
26,-31.37,-67.79,1
17,-31.44,-67.44,1
0,49.93,78.89,0
64,-5.01,145.1,1
22,3.52,95.91,1
21,-31.24,-67.9,1
42,25.54,143.25,0
10,16.54,40.32,1
86,-5.13,151.79,0
125,-15.37,-71.71,0
19,18.79,121.91,1
50,44.56,149.58,0
24,34.8,139.22,0
20,-31.25,-68,1
112,-34.29,-70.38,1
46,-4.2,123.37,1
64,-5.39,151.73,0
81,-26,-177.24,0
80,-0.07,124.1,1
34,-30.63,-177.6,1
99,-8.7,124,1
60,38.83,142.03,0
537,-4.94,125.25,1
517,-4.88,125.35,0
49,29.33,130.53,1
33,-26.6,-114.59,1
75,-4.66,153.06,0
436,31.93,137.62,1
441,31.99,137.61,0
278,26.45,140.76,0
47,-22.91,-175.3,1
60,43.86,148.84,0
53,43.99,148.91,1
36,44.22,148.87,0
45,44.09,148.68,1
56,44.27,148.9,1
82,44.7,148.17,0
48,44.41,149.58,0
48,44.3,149.6,0
28,29.68,-67.45,0
62,44.11,148.62,0
34,42.84,78.6,0
70,-8.62,125.07,1
33,-27.97,-70.3,1
97,-19.63,169.1,1
62,-4.94,133.99,0
51,10.06,-77.89,1
2,44.38,149.42,1
59,-11.39,116.68,0
12,-9.43,148.94,1
10,56.52,-152.61,1
118,5.14,127.44,0
230,36.64,71.26,1
37,4.69,124.61,1
54,-5.92,103.92,1
49,-9.88,160.5,0
70,-37.84,176.73,0
182,-14.6,167.31,0
43,-0.74,127.33,1
160,31.07,130.1,0
28,51.24,-179.25,1
30,24.29,142.7,1
22,-1.05,146.48,1
33,40.4,63.66,1
0,49.88,78.81,1
48,38.23,142.02,0
39,38.38,142.41,1
29,8.28,122.43,0
41,8.24,122.36,1
153,7.85,126.38,0
0,-17.06,-172.28,0
3,40.78,23.24,0
380,48.27,148.66,1
37,-5.05,102.38,1
0,-5.07,102.33,1
25,-15.27,-175.45,1
27,-18.27,167.99,1
0,49.84,78.92,1
43,0.55,126.24,1
11,52.26,-168.84,1
305,-14.95,-175.81,1
45,-4.2,152.84,1
34,22.19,121.42,0
37,-20.64,172.57,1
49,-26.52,-70.66,0
16,-0.14,131.79,1
0,73.31,54.7,1
57,-59.8,-26.33,1
39,-30.62,-178.07,0
8,-47.53,32.26,1
0,49.98,79.02,1
37,-7.53,156.5,1
116,24.81,121.87,0
215,-13.35,167.13,1
44,-30.57,-178.06,1
0,49.91,78.94,0
48,48.21,154.33,0
34,33.37,57.44,0
217,-13.94,167.18,0
138,-14.92,167.14,1
50,39.4,74.76,1
50,33.47,140.95,1
0,47.81,48.09,1
61,-5.45,152.02,1
7,39.34,72.56,1
37,37.71,48.95,0
42,-11.21,162.13,1
39,-11.14,162.16,0
27,47.79,146.54,1
63,-10.92,162.16,1
0,49.93,78.77,0
23,16.07,-96.55,0
0,-21.85,-139,1
85,-10.22,161.48,1
118,44.55,146.67,0
465,-7.08,117.95,1
36,7.33,123.4,0
40,0.55,126.06,0
0,47.78,48.14,1
7,-8.27,121.38,1
47,23.17,122,0
10,33.96,59.53,1
0,47.87,48.06,0
38,-30.02,-177.47,1
45,17.53,-100.79,1
35,-18.52,168.15,1
12,54.8,-161.29,1
54,0.02,126.01,1
114,5.23,127.36,0
149,6.01,126.01,1
135,-15.57,167.57,1
48,-13.61,166.66,0
42,-16.52,-72.6,0
46,40.22,143.55,1
17,60.73,-141.55,0
4,1.02,120.4,1
3,17.76,-101.3,0
75,18.02,-69.03,0
24,41.95,83.38,1
38,3.02,127.01,0
4,42.05,19.05,0
545,5.66,123.59,1
108,-0.05,123.03,1
596,-20.82,-178.67,1
30,9.3,125.57,1
77,-21.22,169.72,0
123,-6.38,105.93,1
256,19,145.42,1
51,-22.95,-69.09,1
598,24.13,142.41,1
27,0.66,126.08,0
55,56.65,-156.72,0
209,-15.44,-70.05,1
46,52.68,-166.97,0
111,36.45,31.72,1
54,-24.6,-70.18,1
40,-8.32,115.92,0
6,-30.73,117.21,1
31,8.14,-38.12,1
109,-56.02,-27.98,1
87,-6.55,147.28,1
15,38.79,26.57,1
108,17.04,-94.61,0
9,49.88,78.92,0
190,-5,145.58,0
30,-19.86,-173.04,1
0,7.11,-82.31,1
62,43.88,146.72,0
51,-32.16,-71.4,0
0,50.05,79.06,1
74,33.87,131.91,1
32,-11.16,107.72,0
0,-21.86,-139,0
0,49.86,78.94,0
204,-22.86,-177.47,0
56,34.57,140.37,1
73,-4.86,153.5,1
566,41.85,130.87,1
0,49.93,78.98,0
231,36.48,70.15,1
43,8.95,-83.49,0
13,10.72,-41.68,0
43,19.05,122.12,0
56,53.97,-165.22,1
33,-1.71,136.05,0
28,-1.18,136.49,1
28,53.64,169.74,1
50,3.48,128.06,1
6,42.8,13.04,1
38,52.23,174,1
3,-60.57,-50.35,1
46,45.09,76.96,1
54,-19.09,168.71,1
35,-2.84,119.57,1
10,1.16,94.2,0
69,-7.17,106.1,1
33,-46.54,165.91,0
601,18.49,145.39,0
24,-1.18,136.59,1
60,51.82,177.12,0
0,73.34,54.73,1
37,-8.4,115.83,1
26,0.66,126,0
17,-10.68,161.35,0
33,-10.58,161.75,1
0,47.79,48.11,1
0,49.96,79.07,0
25,-1.2,136.61,1
71,-13.4,166.7,0
94,-7.76,108.18,0
92,17.89,-68.61,1
24,-9.5,159.26,0
62,-13.32,166.69,0
50,-4.43,102,0
32,-23.61,-174.85,0
3,34.03,59.81,0
36,-16.73,179.99,0
19,-1.94,134.17,0
115,5.89,125.33,0
120,-31.34,-178.72,1
105,4.81,-76.2,0
1,-18.93,-176.52,1
9,34.08,59.8,0
0,49.88,78.84,0
0,34.14,59.92,1
126,28.95,140.94,0
28,1.62,-79.34,0
30,-3.41,102.58,1
0,49.92,78.8,0
56,3.56,126.86,1
33,-4.69,-105.74,1
64,1,126.02,1
0,38.75,-27.75,0
72,6,126.13,0
42,51.31,-178.5,1
36,-17.62,-171.16,1
45,-7.89,156.24,1
0,-54.21,158.78,0
62,-4.7,153.17,1
74,36.47,76.86,0
54,44.51,149.55,1
54,-10.68,161.66,1
49,43.47,146.59,0
35,43.14,146.88,1
2,43.22,146.9,1
52,-6.02,150.12,1
55,-6.04,150.01,1
112,6.33,126.9,0
36,-22.67,171.42,1
25,52.94,-167.7,0
33,52.78,-167.8,0
0,23.86,-45.57,1
494,-4.63,154.89,1
46,16.09,121.94,1
66,9,126.27,1
102,-23.53,-177.27,0
33,-10.87,164.22,0
75,-8.05,108.79,1
38,51.21,173.62,1
57,34.5,140.42,1
38,-14.52,167.93,1
62,-6.03,154.56,0
70,-5.96,154.43,1
0,37.59,-118.8,0
73,-19.42,-69.33,0
55,-18.61,-174.7,0
168,-7.37,128.58,1
56,-5.19,152.19,1
37,-15.25,-173.53,1
29,9.5,126.6,1
16,-30.18,-177.91,0
0,-58.07,-10.68,1
59,-5.24,151.71,0
19,34.81,139.29,1
185,6.63,125.77,1
29,-12.49,166.37,1
48,39.29,22.91,1
55,-29.32,-177.24,1
88,-4.45,143.53,0
97,-29,-69.69,0
0,-21.86,-139,1
588,-17.89,-178.6,0
76,-12.3,166.5,1
131,-20.3,169.61,0
53,-13.09,166.34,1
23,29.63,81.09,0
9,15.93,-88.52,1
39,-15.22,-173.52,0
0,49.94,78.86,0
69,35.53,140.15,1
52,-3.25,142.33,1
128,-15.09,167.31,1
64,-6.3,154.81,1
44,-5.34,103.12,1
0,36.16,1.4,0
3,36.25,1.61,0
0,49.94,79.1,1
117,-6.11,145.54,1
74,-6.22,154.85,1
46,-21.95,170.09,1
65,18.22,-98.2,0
32,-22.3,170.39,1
60,11.78,125.5,0
37,-22.25,169.55,1
5,41.15,-124.3,1
0,-51.49,28.98,0
33,19.57,-69.58,1
1,27.4,88.8,0
0,40.86,15.33,0
221,-19.44,-175.83,0
77,-21.35,-68.1,1
0,49.87,78.97,1
30,-17.59,-172.31,0
84,-21.4,169.87,0
0,49.44,-129.57,0
31,-21.25,-174.41,1
82,30.63,140.85,0
33,-16.29,178.2,1
0,50.01,79.03,1
45,45.98,151.47,0
229,29.28,128.1,0
27,-61.11,-55.54,1
38,38.61,142.91,1
49,38.71,142.75,0
24,-4.56,139.28,0
35,38.28,142.71,0
110,42.48,142.15,0
30,38.18,142.87,1
10,-29.68,60.83,0
22,51.82,176.15,0
6,53.02,162.41,1
23,44.61,149.38,1
41,-22.11,174.76,1
79,-6.04,148.77,1
18,38.23,22.97,0
59,-13.77,166.5,1
32,38.24,23.26,1
33,3.93,-85.88,1
53,18.82,-103.95,1
228,-5.43,146.76,1
109,-19.52,-69.01,1
45,3.43,128.01,0
544,-27.28,-63.27,1
22,45.59,152.24,1
0,14.23,119.13,1
28,37.28,142.28,1
0,49.87,78.9,0
45,-13.4,166.44,0
522,-23.7,179.99,0
49,43.23,149.94,0
217,36.41,71.15,1
36,-1.96,-80.99,1
223,42.65,139.2,1
75,-5.14,154.74,1
140,5.82,126.98,1
0,-48.55,164.7,1
139,-14.75,167.28,1
81,-5.68,151.47,0
0,-49.13,164.63,1
10,-36,-17.08,0
54,44.66,148.92,1
316,16.57,145.48,1
31,29.89,57.72,0
114,-22.29,171.65,0
140,-15.44,167.48,1
11,29.99,57.77,1
41,-21.61,169.66,1
76,-5.18,151.75,1
67,-2.76,139.18,1
102,-22.09,170.9,0
3,48.71,157.37,0
33,-22.89,-175.82,1
74,-5.32,151.52,1
20,-15.08,-173.12,0
21,43.53,147.04,0
37,-21.5,169.61,0
18,30.66,141.78,1
30,35.68,73.6,0
0,49.89,78.98,0
10,24.84,-46.29,1
172,18.34,-68.86,1
101,-6.39,130.72,1
45,-22.22,170.48,1
23,-30.18,-177.96,1
274,-29.41,-179.03,0
10,-4.76,-112.01,1
0,73.32,54.55,0
12,-33.82,-179.44,1
15,50.72,160.4,1
18,-4.52,146.2,0
38,-9.42,159.34,1
606,-20.7,-178.65,1
62,-6.43,154.88,1
31,-11.4,66.3,1
62,-9.98,162.06,1
53,40.3,142.33,0
18,-33.15,-73.1,0
189,-7.11,129.06,0
0,49.88,78.89,0
28,18.18,-102.01,0
10,-31.38,-110.79,1
10,43.56,-127.7,0
21,-20.01,-174.23,0
15,-3.52,143.86,0
57,-32.17,-71.43,0
7,-2.3,22.83,1
39,18.75,120.86,0
38,42.98,146.2,1
594,-20.81,-178.87,1
43,-37.23,179.81,1
35,-6.14,152.03,1
10,23.96,125.92,0
64,-6.39,154.92,1
90,-56.4,-26.54,1
10,39.22,25.25,0
20,-30.01,-177.63,1
8,-30.03,-177.73,0
0,49.9,78.86,0
0,-2.11,139.79,1
30,26.84,142.74,0
607,18,145.67,0
192,-23.1,-177.27,1
177,-12.11,166.67,1
36,-3.41,177.55,1
10,46.99,-66.65,1
38,13.85,124.32,0
36,14.01,124.37,1
10,13.15,-87.56,1
23,-9.53,152.21,0
21,-9.55,152.21,1
10,39.96,24.39,1
25,31.68,82.28,0
62,53.26,-165.65,0
65,16.73,-61.44,1
200,-22.69,-66.62,1
34,-10.89,166.01,1
46,33.67,141.17,0
117,22.33,143.59,0
12,-25.19,-175.55,1
105,-56.05,-27.37,0
33,-9.52,118.35,0
27,42.23,142.46,0
196,-18.54,-175.12,1
10,-52.89,-46.98,1
36,-31.55,-178.6,0
85,-12.74,-76.04,0
55,-6.41,147.65,1
199,0.09,123.31,1
86,-15.86,-172.97,1
43,19.89,120.54,0
42,-28.21,-114.06,1
9,19.9,120.49,1
0,49.87,78.92,0
101,-0.61,123.28,1
10,-60.75,-20.95,0
26,-20.24,168.2,1
15,-3.36,177.4,1
40,48.82,154.93,1
46,55.07,165.4,1
22,7.79,135.76,1
47,38.76,142.22,1
44,-41.41,-74.97,1
33,-18.11,-172.51,0
56,51.57,-177.37,1
19,16.51,-98.25,1
20,16.58,-98.34,0
80,-5.66,150.99,1
125,-17.61,-174.45,0
59,-4.7,103.04,1
83,13.29,-89.39,0
449,-7.33,126.08,0
10,-55.42,160.23,1
45,44.56,151.03,0
51,51.39,-179.94,0
0,49.97,78.86,0
554,27.9,137.04,0
10,-51.15,160.64,0
37,36.36,141.63,0
18,51.76,176.08,0
43,13.81,146.36,1
28,-12.59,166.11,1
55,-11.16,115.42,0
58,-4.34,153.12,1
106,-5.05,143.96,1
1,33.71,22.94,0
10,6.75,-82.72,0
43,36.4,141.44,1
52,-2.71,-79.88,1
42,43.85,148.32,1
42,-15.36,-173.09,1
45,-25.55,-176.24,1
179,29.4,140.43,0
153,-14.53,-70.8,1
543,-23.45,-179.87,1
42,-24.39,-176.65,0
40,-15.61,168.01,1
511,-7.17,125.81,0
96,-6.61,101.7,0
190,-1.73,-76.73,1
14,-10.61,-74.69,0
34,-3.72,140,1
0,49.89,78.86,0
103,-9.87,161.18,1
38,-9.28,158.21,1
18,14.67,44.23,1
35,36.13,68.98,0
88,24.56,122.53,1
40,-24.15,-175.97,1
49,-57.44,-25.77,1
20,33.9,139.45,1
13,19.93,121.34,0
55,-15.43,-173.3,0
228,-5.45,147.05,1
14,38.07,20.25,0
55,-57.98,-24.35,1
50,16.14,-95.25,0
81,12.91,93.59,0
208,-30.44,-179.3,0
40,-29.69,-177.73,0
41,10.54,140.96,1
46,55.03,-159.19,1
37,54.99,-159.24,0
569,8.73,124.03,1
68,5.6,126.3,0
103,-18.65,-69.38,0
48,49.23,155.56,1
26,44.06,148.09,1
29,-3.49,177.64,1
21,43.76,147.45,0
72,-6.99,147.39,1
25,-4.05,127.9,1
26,-4.07,127.9,1
94,-4.89,153.57,0
74,-4.67,153.25,1
83,-21.59,-175.32,0
36,-6.48,154.64,1
44,8.8,-83.11,0
82,5.71,94.72,0
52,52.92,159.81,1
51,49.41,155.58,0
137,-15.04,167.28,0
32,11.4,57.52,1
38,10.43,-62.71,1
102,-4.84,-78.09,0
64,-6.52,154.94,1
56,53.38,160.3,1
11,-10.19,110.84,1
45,27.78,62.07,0
32,14.92,99.05,1
33,-24.01,-175.9,1
9,41.5,143.84,0
24,46.41,153.39,0
7,36.24,-120.27,0
25,-33.89,179.52,1
116,-5.39,150.94,0
33,47.41,152.26,0
0,-21.85,-138.94,1
16,40.48,139.09,0
35,40.83,139.33,1
135,-16.96,-174.61,0
600,-9.52,-71.22,1
22,40.25,139.01,0
31,40.22,139.04,0
46,51.42,-174.11,0
0,49.91,78.97,0
125,1.55,127.32,1
6,41.35,139.1,0
43,24.13,122.39,1
159,29.74,129.38,1
18,21.77,103.31,0
48,24.17,122.39,0
14,60.22,-141.27,1
222,20.19,122.41,0
38,-22.59,171.02,0
10,-7.41,27.88,1
10,-60.91,-53.1,1
37,61.04,-147.37,0
46,5.54,126.47,1
9,36.21,-120.36,0
190,53.91,158.36,0
10,-20.13,-126.94,1
175,20.45,122.14,0
2,40.14,24.75,0
43,35.48,139.05,1
108,1.8,127.28,1
64,-8.69,111.17,1
94,55.79,161.33,0
26,18.23,120.8,0
0,73.38,54.87,1
56,3.73,126.64,1
128,33.51,131.51,0
20,-16.68,-172.05,1
73,-17.44,-69.96,1
43,60.97,-147.47,0
205,36.52,71.1,1
167,18.12,145.83,1
515,-23.98,-179.8,0
16,-16.64,-177.38,0
44,24.08,122.16,0
35,24.02,122.26,1
10,-3.61,151.2,1
0,73.35,54.38,1
12,33.95,139.51,1
5,-26.55,-70.62,0
0,49.91,78.83,0
13,-26.16,-70.59,1
7,-8.12,156.35,0
8,1.09,121,1
55,-23.74,-70.23,1
30,-20.57,-173.84,1
10,37.59,-17.41,1
24,-60.75,-25.6,0
33,-60.46,-24.91,0
44,-60.69,-25.41,0
7,1.16,120.89,1
0,49.89,78.9,0
10,44.1,-113.81,0
16,40.35,42.18,0
57,-9.1,119.09,0
89,-4,-79.4,1
4,19.5,-155.44,0
5,43.75,148.35,1
34,-7.49,130.59,1
39,0.48,-79.79,0
183,-7.47,128.2,0
19,-40.45,155.57,1
52,41.8,142.77,1
10,-6.85,72.04,0
33,-6.61,71.41,1
68,14.07,-91.95,1
18,-15.37,-173.03,0
34,-6.5,71.4,0
44,3.74,148.97,1
33,8.14,137.21,0
158,-7.63,127.34,1
103,-33.09,-70.15,1
63,-3.21,145.43,1
10,-2.38,145.06,1
592,-28.14,-63.15,0
599,-27.97,-62.9,1
42,-5.51,151.91,1
11,11.85,-13.51,0
209,36.42,70.75,0
386,33.62,136.8,0
0,45.4,151.31,0
43,-2.83,118.76,0
112,-3.88,-78.47,1
48,36.47,141.24,1
26,-3.92,-81.41,1
326,-23.68,-178.3,1
38,29.28,130.44,1
164,36.48,71.05,1
568,49.05,146.63,1
45,34.57,70.47,1
4,-9.96,160.5,0
192,36.47,70.86,1
164,-6.6,130.15,1
0,49.86,78.81,1
88,-17.32,-70.53,1
656,8.17,123.77,0
454,29.35,138.92,0
89,-38.27,177.22,1
15,40.35,63.36,0
41,49.16,155.31,1
0,49.87,78.97,1
15,17.38,-59.63,1
185,-18.95,168.89,1
33,-21.05,168.71,0
135,-15.88,-174.35,1
578,50.06,148.77,1
399,47.44,146.73,1
398,30.89,138.48,0
0,49.91,78.91,0
21,-6.79,71.48,1
10,-51.88,161.08,1
0,49.92,79.03,0
19,-10.83,164.23,1
171,-4.86,151.55,0
50,-30.68,-71.2,0
267,-15.83,-174.8,0
95,-15.66,-72.45,1
25,35.31,23.29,1
10,-58.47,-15.97,0
20,18.02,-69.3,1
46,16.82,-98.46,1
53,-6.1,154.44,1
537,-5.76,111.29,1
0,49.85,78.92,0
93,-56.44,-27.43,1
41,28.11,129.52,0
58,-6.55,154.98,1
26,1.35,126.4,1
0,50.33,-176.86,1
260,-0.07,122.52,0
45,32.39,131.96,0
49,27.47,128.58,1
27,-33.28,-179.28,0
15,-17.9,172.12,0
5,40.39,-126.8,0
18,35.78,137.49,0
20,34.01,141.64,0
41,16.8,147.17,1
10,34.02,141.66,1
107,13.84,145.38,1
21,-25.88,-175.9,0
10,-31.6,-110.85,1
26,15.05,-94.28,0
80,-15.75,-173.65,0
180,-24.05,-66.84,1
0,73.37,54.84,1
58,1.65,126.32,1
7,39.16,71.35,1
0,49.92,78.83,0
162,5.76,125.61,0
177,-17.15,-174.07,0
10,8.16,-38.77,0
0,55.18,163.57,1
10,-18.85,67.33,0
119,-22,170.91,0
42,0.22,98.05,0
422,-18.7,-178.04,0
218,5.13,125.17,0
10,-30.9,-13.53,1
647,-17.74,-178.05,1
33,-7.97,102.27,1
25,-14.32,171.29,1
114,-8.16,-76.12,1
0,49.95,79.03,1
10,20.33,-115.79,0
36,44.15,148.2,0
10,-1.39,-15.02,1
0,49.88,78.82,0
0,49.83,78.71,0
0,56.19,163.31,0
12,-36.67,177.64,0
25,10.21,-80.03,0
179,0.2,123.63,1
47,24.11,122.48,1
27,-3.66,141.74,1
3,-0.95,128.47,1
2,-7.49,130.18,1
41,-33.07,-68.58,1
123,32.55,131.19,1
10,-46.01,165.16,1
61,-17.54,-174.44,1
37,-20.54,-174,1
0,49.87,78.84,1
113,-10.25,161.11,0
56,27.49,128.48,1
44,-33.14,-71.84,1
33,-32.95,-71.6,1
33,-33.24,-71.78,1
77,-33.76,-71.19,1
36,55.2,161.95,1
12,66.22,-149.98,1
10,43.5,-127.62,1
20,16.98,-62.46,0
40,-32.68,-71.63,1
14,7.76,123.52,0
40,-33.15,-71.69,1
45,-6.61,105.4,1
48,-34.14,-72.1,1
138,44.38,146.71,1
165,40.32,140.38,0
46,-32.64,-71.67,1
475,28.27,139.55,1
14,-4.1,136.28,1
61,-34,-71.45,0
97,-35.63,179.01,1
88,-9.19,114.26,0
36,1.65,126.5,0
75,-5.16,130.45,1
181,15.32,120.63,0
0,49.88,78.96,1
10,-39.71,-75.7,0
613,-9.21,-71.22,1
0,-37.62,179.46,1
27,-5.59,151.07,0
30,-29.04,77.78,1
54,53.57,160.53,0
49,54.04,160.93,1
33,-15.3,-173.47,0
110,4.92,127.53,0
10,0.97,-28.44,0
0,49.85,78.87,0
17,30.29,132.72,1
0,49.84,78.69,0
46,-4.44,152.81,0
28,-17.23,167.83,1
45,-29.7,-177.78,1
0,49.92,78.8,0
17,-6.24,148.74,1
33,-60.3,-27,1
102,36.21,70.9,0
107,36.19,70.81,0
34,7.46,123.47,1
22,16.93,120.19,1
24,11.15,140.23,1
29,54.15,168.69,1
52,37.77,141.77,0
45,-9.16,-78.88,0
7,39.49,75.27,0
629,-21,-178.99,0
30,-15.35,-173.54,1
27,39.36,75.44,1
63,17.98,-97.16,0
29,18.54,-102.32,0
42,17.81,-101.69,0
16,-34.61,-178.57,0
33,-9.81,159.85,0
11,-22.08,-174.6,1
10,62.22,-124.27,0
104,-6.76,107.04,0
30,54.73,-159.65,0
103,-21.55,-176.39,0
10,40.32,69.82,1
25,37.65,136.9,1
254,46.29,146.27,1
14,-11.12,125.15,1
107,-31.37,-68.61,1
595,-7.08,124.28,1
13,36.74,54.81,0
20,-9.57,150.97,0
0,53.21,-166.92,1
49,-35.21,-179.32,0
17,7.73,137.02,1
52,27.94,140.61,1
10,-1.83,134.84,1
0,-21.86,-138.92,1
33,-14.03,166.22,0
43,-13.98,166.19,0
441,26.96,140.48,1
25,3.69,126.65,1
31,11.71,-85.86,1
44,-14.06,166.23,0
52,-13.98,166.51,0
51,-30.67,-178.03,1
6,62.19,-124.27,0
10,-35.1,54.26,0
25,-5.75,104.18,1
116,-5.53,150.69,1
33,-5.61,131.43,1
144,-21.37,170.31,0
13,51.54,-173.11,1
97,-10.16,161.01,1
527,27.87,139.51,1
51,36.43,140.98,0
41,24.02,122.23,1
